serial_no,reviewer_name,room_type,period_of_stay,traveler_type,review_score_numerator,review_score_denominator,review_score_description,review_date,review_text,extraction_timestamp,review_detected_lang,review_translated
982,Moxiaohua🌸,,Stayed in June 2023,Family,10.0,/10,Outstanding,"Posted July 7, 2023",房間做了升級，很舒適，特別給Hui Ying一個好評，吃早餐出房門正好遇上，很迅速的做好了房間保潔，並且非常細心觀察到我們帶了孩子，主動提供了小童洗漱用品、小拖鞋以及薯片飲料等小零食，是個對工作很用心的姑娘。,2025-09-08 22:59:34,zh-TW,"The room has been upgraded and is very comfortable. I would like to give a special praise to Hui Ying. I met her when I was leaving the room after breakfast. She cleaned the room very quickly and noticed that we had a child with us. She took the initiative to provide children with toiletries, small slippers, and snacks such as chips and drinks. She is a girl who is very dedicated to her work."
983,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in December 2023,Couple,10.0,/10,Outstanding,"Posted December 10, 2023",新加坡最好的酒店,2025-09-08 22:59:35,zh-CN,Best hotels in Singapore
984,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in November 2023,Couple,10.0,/10,Outstanding,"Posted November 27, 2023",景觀無敵。。。房間也非常好,2025-09-08 22:59:36,zh-TW,The view is amazing... The room is also very good
985,e‍s‍t‍e‍l‍l‍a‍_‍h‍u‍a‍n‍g,,Stayed in October 2023,Family,10.0,/10,Outstanding,"Posted October 11, 2023",第四次來住金沙了，一如既往的優質服務，房間景觀也不錯，下次來還會選擇金沙。,2025-09-08 22:59:38,zh-TW,This is my fourth time staying at Sands. The service is excellent as always and the view from the room is also nice. I will choose Sands again next time.
986,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,,Stayed in September 2023,Family,10.0,/10,Outstanding,"Posted September 4, 2023",酒店內部裝修一般般，但是環境真的沒話説。難得跑一趟，奢侈一下吧。可能是暑假尾部了，人還好。小朋友玩的很開心,2025-09-08 22:59:39,zh-TW,"The hotel&#39;s interior decoration is average, but the environment is really amazing. It&#39;s a rare trip, so let&#39;s splurge a little. Maybe it&#39;s the end of summer vacation, so people are okay. The kids had a lot of fun."
987,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2023,Couple,8.5,/10,Very Good,"Posted August 19, 2023",新加坡的地標酒店，定的高級房，入住人數實在是太多了，辦理入住都排了好久，樓頂泳池人實在是太多，但我還是比較喜歡小池的哈哈，下次要去體驗下酒店的spa，這次時間太緊了，之後一定要再去好好享受一次,2025-09-08 22:59:40,zh-TW,"I booked a superior room at the Landmark Hotel in Singapore, but there were so many people staying there that I had to wait in line for a long time to check in. The rooftop pool was really crowded, but I still prefer the smaller pool. I&#39;m going to try the hotel&#39;s spa next time, as I was too tight on time this time. I&#39;ll definitely go back and enjoy it later."
988,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in October 2023,Family,10.0,/10,Outstanding,"Posted November 16, 2023",新加坡必住酒店之一，那麼多年依然嶄新整潔，樓下的食閣也是很方便的。,2025-09-08 22:59:42,zh-TW,"One of the must-stay hotels in Singapore. It is still brand new and clean after so many years, and the food court downstairs is also very convenient."
989,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2023,Couple,10.0,/10,Outstanding,"Posted September 13, 2023",酒店是老牌子，管理很規範，每個人都各司其職。有種態度熱情，又很專業規範。頂樓的早餐上菜很快，味道不錯，但是礙於位置，種類有限。酒店位置很好，去哪裡都很方便。頂樓拍照很美，上去也有優先，很棒。,2025-09-08 22:59:43,zh-TW,"This established hotel is well-managed, with everyone fulfilling their roles. The staff are both welcoming and professional. Breakfast on the rooftop was served quickly and was delicious, but the selection was limited due to the location. The hotel is in a great location, convenient for everything. The rooftop is beautiful for taking photos, and you get priority access, which is great."
990,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2024,Family,10.0,/10,Outstanding,"Posted September 9, 2024",房間有免費升級到看植物園的景觀。樓頂泳池氛圍非常棒，地理位置很好，出行方便。酒店前台服務態度很好。,2025-09-08 22:59:44,zh-TW,"The room was upgraded to a botanical garden view for free. The rooftop pool was wonderful, and the location was excellent for easy travel. The front desk service was excellent."
991,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in October 2023,Family,10.0,/10,Outstanding,"Posted October 15, 2023","設施：好
衞生：棒棒！
環境：棒棒棒！
服務：一級捧！",2025-09-08 22:59:52,zh-TW,"Facilities: Good, Hygiene: Great! Environment: Great! Service: First-class!"
992,K‍e‍n‍a‍i‍d‍e‍x‍i‍a‍o‍x‍i‍a‍o‍g‍u‍n‍i‍a‍n‍g,Sands Premier Double Queen Gardens By The Bay View,Stayed in August 2023,Family,10.0,/10,Outstanding,"Posted October 13, 2023",非常好的體驗，升級了家庭房，無敵景觀，來新加坡必住的酒店，房間還贈送了一對獅子小書包，對面就是植物園，非常方便。,2025-09-08 22:59:53,zh-TW,"Very good experience, upgraded to a family room with an unbeatable view. It&#39;s a must-stay hotel in Singapore. The room also comes with a pair of lion backpacks. It&#39;s opposite the Botanical Gardens, which is very convenient."
993,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in July 2023,Family,9.5,/10,Amazing,"Posted August 2, 2023","早餐好好吃，房間很大景色很好，員工服務都很熱情。步行通往濱海灣花園燈光秀值得一看，門前噴泉一般啦。
裝修風格略舊。無邊泳池人比較多。",2025-09-08 22:59:55,zh-TW,"The breakfast was delicious, the room was spacious with a great view, and the staff were very friendly and helpful. The walk to the Gardens by the Bay light show is worth seeing, and the fountain in front of the entrance is just okay. The decor is a bit dated. The infinity pool was quite crowded."
994,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in October 2023,Family,10.0,/10,Outstanding,"Posted October 11, 2023",太舒服了！就是入住時間太晚了 4點才給我打電話可以入住,2025-09-08 22:59:56,zh-TW,It&#39;s so comfortable! But the check-in time is too late. They called me at 4 o&#39;clock to let me check in.
995,M‍a‍g‍e‍g‍a‍i‍d‍i‍n‍g,,Stayed in August 2023,Family,10.0,/10,Outstanding,"Posted October 25, 2023",一流的酒店，一生值得住一次，房間面對花園，高樓層，漂亮，酒店泳池是大大的大亮點，可以呆一天，晚上也非常漂亮。,2025-09-08 22:59:57,zh-TW,"A first-class hotel, worth staying in once in a lifetime. The room faces the garden, is on a high floor, and is beautiful. The hotel swimming pool is a big highlight. You can stay there for a whole day, and it is also very beautiful at night."
996,L‍a‍n‍d‍e‍n‍g‍f‍e‍n‍g‍m‍e‍n‍g‍l‍o‍n‍g,,Stayed in August 2023,Family,10.0,/10,Outstanding,"Posted August 21, 2023",第二次入住金沙、沒想到暑假那麼多人、第一次辦理入住還排隊、不過總體服務還是不錯的、樓頂的泳池也一如既往的好風景！,2025-09-08 22:59:59,zh-TW,"This is my second time staying at Sands. I didn&#39;t expect there to be so many people during the summer vacation. I had to queue up to check in the first time, but the overall service was good, and the rooftop swimming pool had the same great view as always!"
997,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in September 2023,Solo traveller,8.5,/10,Very Good,"Posted December 12, 2023",房間不錯，窗外的風景也非常漂亮，存放行李，方便安全，服務人員態度很好，,2025-09-08 23:00:00,zh-TW,"The room is nice, the view outside the window is also very beautiful, the luggage storage is convenient and safe, the service staff are very friendly,"
998,G‍u‍i‍s‍h‍a‍n‍x‍i‍a‍o‍s‍h‍o‍u,,Stayed in October 2023,Solo traveller,10.0,/10,Outstanding,"Posted December 2, 2023","老牌酒店了
四處可見的綠植令人心情大好",2025-09-08 23:00:01,zh-TW,The old hotel is full of green plants that make you feel good.
999,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,,Stayed in July 2023,Family,9.5,/10,Amazing,"Posted July 11, 2023",絕對是新加坡的地標，窗外景色一流，周邊全部都是網紅打卡地，旁邊植物園散散步，湖邊走一走，樓頂空中花園，無邊泳池超靚。房間設施還沒達到天花板，還有改善空間,2025-09-08 23:00:02,zh-TW,"It is definitely a landmark in Singapore. The view from the window is first-class. The surrounding area is full of popular check-in spots. You can take a walk in the botanical garden next to it, walk by the lake, and the rooftop sky garden and infinity pool are super beautiful. The room facilities are not up to the ceiling, and there is room for improvement."
1000,★‍♔‍ⓢ‍ⓐ‍ⓚ‍ⓤ‍ⓡ‍ⓐ‍♚‍☆,,Stayed in October 2023,Travelling with friends,10.0,/10,Outstanding,"Posted October 29, 2023",太美了，房間乾淨整潔。服務也很好,2025-09-08 23:00:04,zh-TW,"It&#39;s beautiful, the room is clean and tidy. The service is also very good"
1001,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2023,Family,10.0,/10,Outstanding,"Posted June 29, 2023",非常慶幸選擇了這家酒店！前台服務熱情，房間視野開闊，城市一覽無餘。頂層的無邊泳池，令人心曠神怡，上面除了可以游泳休閑，還有三家餐廳，可以不出門就悠閑享受。不愧是地標性酒店，環境非常好！酒店對面就是著名的魚尾獅身像，大堂下面是個大商廈，富麗堂皇、奢侈品牌雲集、美食令郎滿目--第一次我感覺到選擇困難。大廈直通輕軌站，到牛車水唐人街三個站，到聖淘沙景點不到10站，非常便利。,2025-09-08 23:00:12,zh-TW,"I&#39;m so glad I chose this hotel! The front desk service was friendly, and the room had a stunning view of the city. The rooftop infinity pool was a delight, and besides relaxing, there were three restaurants, allowing you to relax without leaving the house. As expected of a landmark hotel, the ambiance was fantastic! Across from the hotel is the famous Merlion, and below the lobby is a large shopping mall, opulent, packed with luxury brands, and a wealth of delicious food—for the first time, I felt overwhelmed by the choice. The building is directly connected to the Light Rail (LRT), just three stops to Chinatown and less than 10 stops to Sentosa. It&#39;s incredibly convenient."
1002,Y‍i‍j‍i‍a‍n‍g‍l‍i‍a‍n‍g‍a‍n‍y‍i‍h‍u‍c‍h‍a,Sands Premier King,Stayed in April 2024,Business traveller,10.0,/10,Outstanding,"Posted May 19, 2024",交通發達，購物極其方便，各種美味佳餚都不錯，中餐稍微差一丟丟，一個字就是貴！三個字就是超級貴！景觀超一流，非常棒！,2025-09-08 23:00:13,zh-TW,"Well-developed transportation, extremely convenient shopping, all kinds of delicious food are good, the Chinese food is a little bit worse, in one word, expensive! In three words, super expensive! The scenery is superb, very good!"
